URL,Size(byte),# of Outlinks,Content Type
https://www.latimes.com/opinion/story/2023-11-04/housing-homeless-los-angeles,333522,221,text/html
https://www.latimes.com/sports/dodgers/story/2020-07-22/dodgers-in-extension-talks-with-mookie-betts,338139,224,text/html
https://www.latimes.com/food/la-xpm-2014-apr-11-la-fo-gold-20140412-story.html,305476,217,text/html
https://www.latimes.com/entertainment-arts/tv/story/2023-05-28/succession-finale-live-updates,439408,250,text/html
https://www.latimes.com/science/story/2023-10-10/welcome-to-nasas-hot-asteroid-autumn,368479,263,text/html
https://www.latimes.com/entertainment-arts/viq-the-last-of-us-123,246248,193,text/html
https://www.latimes.com/bestcovery/best-dvd-burners,97944,55,text/html
https://www.latimes.com/bestcovery/best-first-aid-kits-review,125450,57,text/html
https://www.latimes.com/entertainment-arts/tv/story/2023-11-20/fargo-season-5-review-juno-temple,349323,231,text/html
https://www.latimes.com/archives/la-xpm-2011-nov-29-la-he-drugs-of-abuse-20111130-story.html,306866,213,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-09-19/tv-shows-movies-delayed-list-writers-strike-sag-aftra,335497,227,text/html
https://www.latimes.com/environment/story/2024-01-31/amid-storms-california-snowpack-remains-far-below-average,359961,221,text/html
https://www.latimes.com/bestcovery/best-razor-for-women,123565,67,text/html
https://www.latimes.com/california/story/2024-01-18/hawthorne-security-guard-shot-daughter-mourns,315166,220,text/html
https://www.latimes.com/entertainment-arts/movies/story/2023-10-20/nyad-review-annette-bening-jodie-foster-swimmer-biopic-netflix,320737,220,text/html
https://www.latimes.com/sports/dodgers/story/2024-02-03/shohei-ohtani-chants-dodgers-message-for-naysayers,350416,233,text/html
https://www.latimes.com/food/jonathan-gold/la-fo-gold-kato-review-20170613-story.html,333839,227,text/html
https://www.latimes.com/food/la-fo-auburn-restaurant-melrose-fine-dining-bill-addison-20190703-story.html,334941,225,text/html
https://www.latimes.com/california/story/2024-02-08/long-dead-gray-whale-washes-up-on-orange-county-beach,317955,226,text/html
https://www.latimes.com/california/story/2023-11-15/la-county-reports-first-flu-death-of-season-prompting-renewed-calls-for-vaccination,323194,225,text/html
https://www.latimes.com/bestcovery/fishing,64632,50,text/html
https://www.latimes.com/bestcovery/mica-powder,105533,50,text/html
https://www.latimes.com/sports/story/2020-05-10/karl-dorrell-colorado-football-coach-ucla-coronavirus,349201,226,text/html
https://www.latimes.com/world-nation/story/2023-10-02/grizzly-bear-kills-couple-in-canadas-banff-national-park,309786,219,text/html
https://www.latimes.com/world-nation/story/2024-01-02/la-na-most-money-for-endangered-species-goes-to-a-small-number-of-creatures-leaving-others-in-limbo,322255,225,text/html
https://www.latimes.com/food/la-fo-gold-20130615-story.html,335533,226,text/html
https://www.latimes.com/food/story/2023-12-28/uchi-acclaimed-texas-sushi-bar-los-angeles-west-hollywood,364710,235,text/html
https://www.latimes.com/sports/dodgers/story/2023-11-10/clayton-kershaw-dodgers-potential-split-texas-rangers-free-agency,343594,235,text/html
https://www.latimes.com/entertainment-arts/awards/story/2023-06-01/rachel-brosnahan-tony-shaloub-can-relate,304310,216,text/html
https://www.latimes.com/world-nation/story/2024-01-06/a-woman-in-her-90s-is-rescued-alive-5-days-after-japans-deadly-earthquake,316715,221,text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-12-15/oscars-2022-actress-roundtable-penelope-cruz-kirsten-dunst-lady-gaga-jennifer-hudson-kristen-stewart-tessa-thompson,368254,224,text/html
https://www.latimes.com/entertainment-arts/movies/story/2023-12-07/poor-things-review-emma-stone-mark-ruffalo-yorgos-lanthimos,338204,226,text/html
https://www.latimes.com/california/story/2022-06-01/southern-california-new-drought-rules-june-2022,362416,246,text/html
https://www.latimes.com/science/story/2022-11-03/psychedelic-magic-mushroom-drug-may-ease-some-depression,319946,230,text/html
https://www.latimes.com/projects/writers-strike-deal-ai/,85257,45,text/html
https://www.latimes.com/environment/story/colorado-river-in-crisis,449693,252,text/html
https://www.latimes.com/bestcovery/best-monitor-for-gaming,117730,61,text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-01-26/directors-roundtable-fincher-greengrass-king-lee-sorkin-zhao-envelope,377596,233,text/html
https://www.latimes.com/food/story/2021-06-12/how-4-premade-earthquake-kits-compare-supplies-price,338038,226,text/html
https://www.latimes.com/entertainment-arts/tv/story/2023-05-26/alex-borstein-marvelous-mrs-maisel,373096,236,text/html
https://www.latimes.com/sports/dodgers/story/2023-11-03/clayton-kershaw-left-shoulder-surgery-return-next-season-retirement,340451,230,text/html
https://www.latimes.com/sports/highschool/story/2024-02-01/high-school-basketball-damien-etiwanda-nate-garcia,306007,218,text/html
https://www.latimes.com/food/story/2024-01-04/mocktails-nonalcoholic-cocktails-pairings-kato,389777,226,text/html
https://www.latimes.com/sports/ucla/story/2023-10-04/ucla-basketball-freshman-aday-mara-could-be-teams-best-passer,333736,227,text/html
https://www.latimes.com/world/la-sci-sn-un-bio-diversity-report-20190506-story.html,319306,217,text/html
https://www.latimes.com/politics/story/2020-01-15/a-closer-look-at-the-7-house-managers-in-trumps-senate-trial,344942,225,text/html
https://www.latimes.com/people/bill-plaschke,281863,208,text/html
https://www.latimes.com/sports/ucla/story/2024-02-09/chip-kelly-selfish-leaving-ucla-football,343440,230,text/html
https://www.latimes.com/bestcovery/bike-accessories,101022,64,text/html
https://www.latimes.com/archives/la-xpm-2008-nov-13-me-dna13-story.html,307417,214,text/html
https://www.latimes.com/world-nation/story/2024-01-18/indigenous-faithful-christians-environmentalists-india-sacred-forests,355820,230,text/html
https://www.latimes.com/bestcovery/best-shower-curtain,112372,50,text/html
https://www.latimes.com/sports/ucla/story/2024-01-19/ucla-basketball-mick-cronin-commitment-struggles,356865,220,text/html
https://www.latimes.com/designla/la-design-la-row-2017-htmlstory.html,249570,192,text/html
https://www.latimes.com/entertainment-arts/awards/story/2023-11-27/penelope-cruz-ferrari-michael-mann,363641,220,text/html
https://www.latimes.com/california/story/2021-06-12/what-to-do-during-immediately-after-earthquake,327109,228,text/html
https://www.latimes.com/bestcovery/headphone-jack-adapter,101074,49,text/html
https://www.latimes.com/environment/story/2024-01-11/spring-snowpack-has-shrunk-significantly-over-last-40-years,359953,223,text/html
https://www.latimes.com/sports/dodgers/story/2023-10-07/clayton-kershaw-dodgers-arizona-diamondbacks-nlds-game-1,345427,226,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-02-08/bob-iger-first-disney-earnings-since-returning-nelson-peltz,332463,222,text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-01-21/oprah-winfrey-russell-simmons-documentary-cbs-this-morning,327017,225,text/html
https://www.latimes.com/environment/story/2022-12-22/groundwater-depletion-is-accelerating-in-the-central-valley,344568,246,text/html
https://www.latimes.com/bestcovery/best-powerline-network-adapters,99204,52,text/html
https://www.latimes.com/food/story/2021-06-12/utilities-shut-off-emergency-canned-food-dishes,319128,227,text/html
https://www.latimes.com/entertainment-arts/tv/story/2024-01-08/kieran-culkin-pedro-pascal-golden-globes-meme-succession,351619,241,text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-12-28/2022-oscar-actors-roundtable-benedict-cumberbatch-peter-dinklage-javier-bardem-andrew-garfield-oscar-isaac-jared-leto,382079,254,text/html
https://www.latimes.com/sports/ucla/story/2024-01-11/ucla-basketball-blowout-loss-utah,335690,227,text/html
https://www.latimes.com/politics/la-na-pol-california-united-nations-extinction-report-20190507-story.html,324166,224,text/html
https://www.latimes.com/socal/glendale-news-press/news/tn-gnp-schiff-reaffirms-support-for-cameras-on-police-officers-following-ferguson-riots-20141125-story.html,184603,81,text/html
https://www.latimes.com/food/story/2024-01-18/baroo-kwang-uh-arts-district-review-bill-addison,390077,226,text/html
https://www.latimes.com/entertainment-arts/awards/story/2024-01-30/lily-gladstone-killers-of-the-flower-moon-oscar,323724,214,text/html
https://www.latimes.com/lifestyle/story/2024-02-08/saving-dogs-from-euthanasia-at-los-angeles-animal-shelters-through-heartwarming-instagram-videos,395872,239,text/html
https://www.latimes.com/people/eric-sondheimer,277264,207,text/html
https://www.latimes.com/bestcovery/bath-bomb,96132,47,text/html
https://www.latimes.com/food/story/2019-08-28/bon-temps-arts-district-review-desserts-pastries-addison,339750,224,text/html
https://www.latimes.com/opinion/story/2023-12-27/long-long-time-episode-last-of-us-2023-television,342289,225,text/html
https://www.latimes.com/california/story/2021-06-12/earthquake-apps-grab-early-warnings-tips-phone,335192,233,text/html
https://www.latimes.com/bestcovery/laptop-case,106965,52,text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-01-31/drew-dixon-tina-perry-oprah-russell-simmons,330585,227,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-11-09/sag-aftra-strike-ends-party,326837,231,text/html
https://www.latimes.com/entertainment-arts/awards/story/2022-01-04/kenneth-branagh-maggie-gyllenhaal-take-it-personally-in-our-roundtable,352615,217,text/html
https://www.latimes.com/world-nation/story/2023-11-21/the-adult-survivors-act-launched-over-2-500-sex-abuse-suits-now-its-expiring,340928,222,text/html
https://www.latimes.com/environment/story/2023-10-19/noaa-predicts-warm-wet-el-nino-winter-for-california-after-summer-of-record-heat,387484,244,text/html
https://www.latimes.com/california/story/2021-06-12/earthquake-preparedness-tips-lucy-jones,325371,225,text/html
https://www.latimes.com/entertainment-arts/movies/story/2023-07-19/oppenheimer-review-christopher-nolan-cillian-murphy-robert-downey-jr,344779,230,text/html
https://www.latimes.com/sports/ucla/story/2023-11-20/ucla-basketball-marquette,336066,223,text/html
https://www.latimes.com/sports/dodgers/story/2024-02-06/clayton-kershaw-resigns-with-dodgers,333896,229,text/html
https://www.latimes.com/bestcovery/best-bidets-review,119148,53,text/html
https://www.latimes.com/entertainment-arts/awards/story/2024-01-29/best-picture-oscar-nominees-final-pitches-campaign,337100,223,text/html
https://www.latimes.com/food/story/2020-01-23/m-georgina-row-dtla-review-melissa-perello-bill-addison,333261,222,text/html
https://www.latimes.com/bestcovery/boxing,78544,56,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-02-04/author-gabe-hudson-death-cause,314610,221,text/html
https://www.latimes.com/entertainment/movies/moviesnow/la-et-mn-outfest-2015-lineup-nick-jonas-20150604-story.html,298308,215,text/html
https://www.latimes.com/socal/glendale-news-press/news/tn-gnp-xpm-2001-01-04-export41992-story.html,172919,74,text/html
https://www.latimes.com/food/story/2022-04-07/ipoh-kopitiam-review-alhambra-malaysian-coffee-bill-addison,333164,221,text/html
https://www.latimes.com/bestcovery/hockey,94232,63,text/html
https://www.latimes.com/opinion/story/2024-01-05/trees-carbon-climate-change-forests,339979,248,text/html
https://www.latimes.com/entertainment-arts/music/story/2024-01-31/grammys-2024-predictions-taylor-swift-billie-eilish-sza,380368,251,text/html
https://www.latimes.com/sports/dodgers/story/2023-11-03/dodgers-sign-clayton-kershaw-multiyear-contract,336429,227,text/html
https://www.latimes.com/sports/ucla/story/2024-01-06/ucla-struggles-loses-to-california,337111,230,text/html
https://www.latimes.com/entertainment-arts/awards/story/2023-06-09/elizabeth-debicki-taps-into-princess-diana,353927,219,text/html
https://www.latimes.com/california/story/2021-06-11/earthquake-major-risks-to-california,402665,257,text/html
https://www.latimes.com/environment/story/2024-02-02/el-nino-and-climate-change-are-supercharging-incoming-california-storm,336449,233,text/html
https://www.latimes.com/bestcovery/best-pc-racing-wheel,88763,52,text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-01-26/on-the-record-sundance-premiere-russell-simmons-documentary,322384,226,text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-01-19/actors-roundtable-ahmed-clooney-lindo-oldman-yeun-envelope,433139,250,text/html
https://www.latimes.com/entertainment/envelope/cotown/la-et-ct-2015-peak-tv-new-record-409-original-series-20151216-story.html,310637,221,text/html
https://www.latimes.com/entertainment-arts/movies/story/2022-06-03/fire-island-hulu-pride-prejudice-booster-yang,333494,228,text/html
https://www.latimes.com/california/story/2021-06-24/watch-live-how-to-survive-california-earthquake-with-lucy-jones-and-more-experts,355093,239,text/html
https://www.latimes.com/entertainment-arts/movies/story/2024-02-01/margot-robbie-feeling-blessed-for-barbie-responds-to-oscars-snub-after-outcry,326677,230,text/html
https://www.latimes.com/sports/ucla/story/2023-12-30/ucla-struggles-three-pointers-loss-oregon,333568,229,text/html
https://www.latimes.com/sports/dodgers/story/2023-06-26/dodgers-miguel-rojas-story-for-tuesday-print,336912,227,text/html
https://www.latimes.com/food/newsletter/2024-01-21/fried-food-to-perk-up-a-rainy-grey-winter-cooking-editorial,311515,219,text/html
https://www.latimes.com/lifestyle/story/2021-07-16/the-emoji-of-our-not-really-post-but-wish-it-were-post-pandemic-summer,333481,228,text/html
https://www.latimes.com/california/story/2024-02-09/two-tornadoes-the-strongest-in-more-than-74-years-hit-san-luis-obispo-during-last-storm,316819,225,text/html
https://www.latimes.com/bestcovery/baby-gear,111844,55,text/html
https://www.latimes.com/california/story/2023-09-01/heres-where-l-a-is-seeing-covid-outbreaks-this-summer,357935,239,text/html
https://www.latimes.com/bestcovery/ski-helmet,112551,52,text/html
https://www.latimes.com/politics/story/2019-10-03/trump-targets-adam-schiff-as-public-enemy-no-1,328019,222,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-01-22/netflix-film-chief-scott-stuber-leaves-the-streaming-giant-to-start-his-own-firm,325580,230,text/html
https://www.latimes.com/archives/la-xpm-1994-10-17-mn-51350-story.html,319090,211,text/html
https://www.latimes.com/bestcovery/batting-tee,106047,49,text/html
https://www.latimes.com/california/story/2023-06-20/measles-cases-reported-in-californias-central-valley,333819,232,text/html
https://www.latimes.com/california/story/2022-09-13/la-nina-california-rare-third-year,342420,238,text/html
https://www.latimes.com/food/list/best-new-restaurants-bars-to-try-los-angeles-february-2024,508164,258,text/html
https://www.latimes.com/sports/story/2024-01-27/dylan-andrews-adem-bona-deliver-ucla-over-usc,339685,227,text/html
https://www.latimes.com/entertainment-arts/tv/story/2020-08-18/jennifer-aniston-morning-show-emmys-friends,359415,229,text/html
https://www.latimes.com/la-bio-susan-king-staff.html,252561,201,text/html
https://www.latimes.com/food/story/2021-06-12/your-earthquake-kit-isnt-complete-without-these-foods-and-supplies,336922,231,text/html
https://www.latimes.com/california/story/2024-01-27/refusing-shelter-bed-in-san-mateo-county-could-soon-be-a-crime,337446,228,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-09-01/writers-strike-actors-strike-sag-aftra-wga-hollywood-labor-strife,392324,250,text/html
https://www.latimes.com/entertainment-arts/awards/story/2021-02-09/actress-roundtable-day-jones-kirby-pfeiffer-winslet-envelope,364196,228,text/html
https://www.latimes.com/sports/dodgers/story/2023-12-09/shohei-ohtani-dodgers-agreement-angels,359920,232,text/html
https://www.latimes.com/entertainment-arts/music/story/2023-11-08/l-a-reid-sexual-assault-lawsuit-drew-dixon,345050,228,text/html
https://www.latimes.com/entertainment-arts/business/newsletter/2023-02-28/honey-we-blew-up-the-hollywood-business-model-does-anyone-know-how-to-fix-it-david-zaslav-amc-james-dolan-disney-amazon-the-wide-shot,338444,238,text/html
https://www.latimes.com/california/story/2024-02-03/gov-gavin-newsom-goes-viral-for-shoplifting-at-target,311872,219,text/html
https://www.latimes.com/sports/ucla/story/2023-11-17/charisma-osborne-ucla-womens-basketball-princeton,317682,221,text/html
https://www.latimes.com/food/story/2021-06-12/la-chefs-share-earthquake-kit-food-wish-lists,333079,232,text/html
https://www.latimes.com/entertainment/movies/moviesnow/la-et-mn-angelina-jolie-brad-pitt-by-the-sea-20150827-story.html,301330,217,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-01-31/massachusetts-adapta-complejo-recreativo-como-albergue-para-familias-sin-hogar-incluidos-migrantes,252354,111,text/html
https://www.latimes.com/food/la-fo-mori-sushi-review-story.html,312247,212,text/html
https://www.latimes.com/california/la-times-101-best-restaurants-in-la-123,248100,200,text/html
https://www.latimes.com/bestcovery/most-durable-kids-water-bottles,98937,49,text/html
https://www.latimes.com/environment/story/2024-01-25/how-perfect-storms-dumped-rain-on-ventura-and-san-diego,372206,238,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-12-13/animation-guild-growing-production-workers-disney-warner-bros,390209,233,text/html
https://www.latimes.com/california/story/2021-02-28/new-california-attorney-general-newsom-death-penalty-opposition,326087,220,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-01-30/worlds-biggest-music-company-to-pull-tunes-from-tiktok,331547,226,text/html
https://www.latimes.com/lifestyle/story/2023-04-20/what-ex-cast-members-wish-you-knew-about-disneyland,368440,224,text/html
https://www.latimes.com/environment/story/2023-04-03/california-snowpack-is-the-deepest-its-ever-been,373808,251,text/html
https://www.latimes.com/sports/ucla/story/2024-01-21/ucla-basketball-five-takeaways-arizona,329854,223,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-01-31/gobernadora-de-dakota-del-sur-busca-apoyar-las-tareas-de-seguridad-de-texas-en-la-frontera-sur,242712,109,text/html
https://www.latimes.com/entertainment-arts/movies/story/2024-01-10/governors-awards-angela-bassett-mel-brooks-carol-littleton-michelle-satter-oscars,357005,238,text/html
https://www.latimes.com/california/story/2024-01-15/california-earthquake-avalon,302585,221,text/html
https://www.latimes.com/california/story/2020-11-03/2020-california-election-prop-20-falling-short-in-early-returns,324575,220,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-10-11/streaming-pricier-consumers-netflix-spotify-sag-aftra-strike,375119,252,text/html
https://www.latimes.com/entertainment-arts/music/story/2024-01-26/50-cent-sued-l-a-radio-host-bryhana-monegain-throwing-mic-face,351670,231,text/html
https://www.latimes.com/sports/dodgers/story/2023-10-17/dodgers-andrew-friedman-organizational-failure-dave-roberts,337485,223,text/html
https://www.latimes.com/business/story/2024-01-16/column-will-billionaire-bill-ackman-ever-learn-to-shut-up,353084,243,text/html
https://www.latimes.com/sports/story/2023-01-16/cori-close-tara-vanderveer-title-ix-inequities,327673,223,text/html
https://www.latimes.com/sports/dodgers/story/2024-01-07/dodgers-contract-teoscar-hernandez-deal,333548,232,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-11-09/actors-sag-aftra-strike-over-movie-business-analysis,386655,237,text/html
https://www.latimes.com/world-nation/story/2024-01-12/some-americans-will-get-their-student-loans-canceled-in-february-as-biden-accelerates-his-new-plan,319616,218,text/html
https://www.latimes.com/projects/does-my-building-need-earthquake-retrofit-los-angeles-map/,57836,58,text/html
https://www.latimes.com/entertainment-arts/awards/story/2024-01-12/past-lives-poor-things-among-2024-producers-guild-awards-nominees,311652,219,text/html
https://www.latimes.com/espanol/politica/articulo/2024-02-07/senadores-republicanos-bloquean-plan-fronterizo-bipartidista-con-ayuda-para-ucrania,238503,109,text/html
https://www.latimes.com/people/stacy-perman,283759,213,text/html
https://www.latimes.com/sports/ucla/story/2024-02-02/charisma-osborne-scores-32-points-ucla-rout-california,309456,219,text/html
https://www.latimes.com/entertainment-arts/awards/story/2022-12-15/actors-roundtable-austin-butler-paul-dano-brendan-fraser-jonathan-majors-bill-nighy-adam-sandler,337920,229,text/html
https://www.latimes.com/entertainment-arts/business/story/2023-12-05/sag-aftra-contract-ratified-member-vote-actors-strike-fran-drescher-hollywood-labor,368039,234,text/html
https://www.latimes.com/california/story/2023-08-10/new-coronavirus-subvariant-eris-gaining-dominance,346424,233,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-02-02/with-new-joe-rogan-deal-spotifys-exclusive-big-name-podcasting-era-is-done,337451,240,text/html
https://www.latimes.com/archives/la-xpm-1993-01-05-me-819-story.html,302909,211,text/html
https://www.latimes.com/entertainment-arts/music/story/2022-02-14/candance-owens-charlie-kirk-super-bowl-halftime-show,337349,237,text/html
https://www.latimes.com/food/la-fo-inn-ann-review-sushi-hollywood-bill-addison-20190516-story.html,336682,227,text/html
https://www.latimes.com/entertainment-arts/movies/story/2023-07-23/barbie-america-ferrera-monologue,328058,224,text/html
https://www.latimes.com/california/story/2024-02-07/reality-star-chrisean-rock-sued-after-alleged-assault-at-l-a-club,320643,218,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-02-05/gobernadores-republicanos-vuelven-a-la-frontera-con-mexico-para-presionar-a-biden-sobre-migracion,257241,110,text/html
https://www.latimes.com/entertainment/movies/moviesnow/la-et-mn-david-thorpe-gay-voice-documentary-outfest-20150714-story.html,316630,215,text/html
https://www.latimes.com/world-nation/story/2024-01-24/earthquake-western-china-thousands-forced-from-homes,329930,224,text/html
https://www.latimes.com/entertainment-arts/awards/story/2022-12-08/actresses-roundtable-2022-bassett-condon-corrin-dern-deadwyler-monae,358743,221,text/html
https://www.latimes.com/business/story/2023-10-07/now-that-student-loan-payments-are-back-here-are-5-options-if-youre-crushed-by-debt,336090,227,text/html
https://www.latimes.com/sports/ucla/story/2023-12-07/londynn-jones-kiki-rice-ucla-cal-state-northridge,312699,219,text/html
https://www.latimes.com/archives/la-xpm-1996-06-29-ca-19563-story.html,304889,210,text/html
https://www.latimes.com/bestcovery/baseball,102943,62,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-01/trading-friendship-bracelets-at-a-taylor-swift-concert-heres-what-to-know,351975,233,text/html
https://www.latimes.com/california/story/2021-08-25/can-a-tsunami-happen-in-southern-california-what-should-you-do-about-it,352799,235,text/html
https://www.latimes.com/world-nation/story/2022-12-06/china-announces-rollback-of-strict-anti-covid-19-measures,334912,226,text/html
https://www.latimes.com/opinion/story/2024-01-24/antisemitism-harvard-task-force-derek-penslar,334558,228,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-02-06/republicanos-dicen-que-biden-tiene-facultades-para-controlar-frontera-la-realidad-es-mas-complicada,258581,110,text/html
https://www.latimes.com/entertainment-arts/movies/story/2020-01-10/oprah-winfrey-apple-russell-simmons-metoo-documentary-sundance,314853,225,text/html
https://www.latimes.com/entertainment-arts/movies/story/2023-01-24/oscars-nominations-2023-snubs-and-surprises,382859,259,text/html
https://www.latimes.com/sports/story/2024-02-02/bill-walton-chewbacca-star-wars-george-lucas,336656,243,text/html
https://www.latimes.com/espanol/internacional/articulo/2024-02-10/no-importa-el-desorden-arranca-el-carnaval-de-rio-de-janeiro-con-la-coronacion-del-rey-momo,259392,115,text/html
https://www.latimes.com/entertainment-arts/awards/story/2022-12-20/directors-jordan-peele-rian-johnson-gina-prince-bythewood-charlotte-wells-maria-schrader-florian-zeller,363622,240,text/html
https://www.latimes.com/california/story/2022-02-15/rams-parade-covid-risks-safety,331050,231,text/html
https://www.latimes.com/entertainment-arts/viq-ted-lasso-123,246080,193,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-02-04/argylle-box-office-chosen-beekeeper-bryce-dallas-howard-henry-cavill,322842,227,text/html
https://www.latimes.com/california/story/2022-02-16/super-bowl-champion-rams-parade-is-today-in-l-a,374003,252,text/html
https://www.latimes.com/business/hiltzik/la-fi-hiltzik-right-to-try-20180604-story.html,316834,222,text/html
https://www.latimes.com/bestcovery/best-smart-pen,95500,47,text/html
https://www.latimes.com/sports/ucla/story/2023-04-08/ucla-basketball-transfer-lazar-stefanovic,317451,225,text/html
https://www.latimes.com/bestcovery/bath-care,74322,38,text/html
https://www.latimes.com/sports/dodgers/story/2023-06-22/mlb-commissioner-rob-manfred-astros-immunity-sign-stealing-investigation-dodgers-world-series,334737,233,text/html
https://www.latimes.com/california/story/2022-11-01/rsv-health-emergency-what-you-should-know,347523,237,text/html
https://www.latimes.com/california/story/2021-06-12/earthquake-science-definitions-causes-effects,346628,231,text/html
https://www.latimes.com/sports/story/2024-01-21/stanford-tara-vanderveer-winningest-coach-college-basketball,314630,216,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-02-12/ny-impone-toque-de-queda-en-mas-albergues-para-migrantes-tras-ultimos-incidentes-violentos,246455,111,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-25/how-to-find-parking-for-the-beyonce-renaissance-concerts-at-sofi-stadium,334466,239,text/html
https://www.latimes.com/bestcovery/best-core-slider,94550,50,text/html
https://www.latimes.com/world-nation/story/2024-01-03/plagiarism-charges-downed-harvards-president-a-conservative-attack-fanned-the-outrage,339074,219,text/html
https://www.latimes.com/sports/highschool/story/2021-12-19/gabriela-jaquez-jaime-jaquez-jr-camarillo-ucla-basketball,349713,210,text/html
https://www.latimes.com/sports/story/2023-09-04/photos-how-do-they-keep-sofi-stadium-looking-so-shiny,351078,221,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-01-31/eeuu-panel-de-la-camara-baja-aprueba-un-juicio-politico-a-secretario-de-seguridad-nacional-mayorkas,242078,111,text/html
https://www.latimes.com/sports/usc/story/2024-02-02/juju-watkins-scores-51-points-usc-stanford-recap,305658,208,text/html
https://www.latimes.com/people/laura-newberry,277541,208,text/html
https://www.latimes.com/california/story/2023-09-15/when-should-i-get-vaccinated-for-covid-19-flu-rsv,376875,241,text/html
https://www.latimes.com/projects/california-earthquake-fault-map/,65140,76,text/html
https://www.latimes.com/bestcovery/best-baby-cameras,95328,50,text/html
https://www.latimes.com/sports/ucla/story/2020-01-11/jim-harricks-ultimate-glory-still-gets-recognized-just-not-at-ucla,370446,229,text/html
https://www.latimes.com/bestcovery/best-paper-shredder-overall,93855,47,text/html
https://www.latimes.com/business/story/2023-09-15/desantis-attacks-covid-vaccine-risking-untold-lives,357830,240,text/html
https://www.latimes.com/california/story/2022-02-14/when-is-l-a-rams-parade-2022-celebrating-super-bowl-win,328485,232,text/html
https://www.latimes.com/entertainment-arts/business/story/2024-01-23/netflix-adds-13-million-subscribers-extending-its-lead-in-streaming,335316,229,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-14/dispatch-from-jimmy-goldsteins-super-bowl-party-sheats-goldstein,370285,245,text/html
https://www.latimes.com/world-nation/story/2023-10-06/a-texas-killer-says-a-prison-fire-damaged-injection-drugs-he-wants-a-judge-to-stop-his-execution,325840,218,text/html
https://www.latimes.com/sports/olympics/story/2023-10-30/mlb-players-competing-2028-olympics,333931,226,text/html
https://www.latimes.com/entertainment-arts/very-important-questions-2022-sxsw-123,293047,207,text/html
https://www.latimes.com/bestcovery/standing-desk-comparison-and-review?00000178-fa75-d563-a1f9-ffffbcf00000-page=3,91416,49,text/html
https://www.latimes.com/lifestyle/story/2021-06-12/pet-care-before-during-after-earthquakes,333985,233,text/html
https://www.latimes.com/california/story/2023-01-03/inland-empire-rsv-viruses-covid-flu-childrens-hospital,369712,217,text/html
https://www.latimes.com/espanol/eeuu/articulo/2024-02-02/biden-tiene-pocas-opciones-al-ocupar-la-inmigracion-el-lugar-central-en-eleccion-de-2024,251980,109,text/html
https://www.latimes.com/sports/ucla/story/2024-01-19/ucla-womens-basketball-charisma-osborne-colorado,321222,220,text/html
https://www.latimes.com/politics/la-na-pol-melania-trump-plagiarism-accusations-20160719-snap-story.html,322476,219,text/html
https://www.latimes.com/california/newsletter/2023-02-21/more-than-a-party-drug-mdma-could-help-extinguish-traumatic-memories-group-therapy,316872,231,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-29/how-to-take-public-transit-to-see-beyonce-at-sofi-stadium,330797,236,text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-12-26/antigua-iglesia-de-pensilvania-anuncia-su-cierre-definitivo,235019,109,text/html
https://www.latimes.com/sports/story/2024-01-18/stanford-tara-vanderveer-ncaa-career-wins-record,328524,218,text/html
https://www.latimes.com/california/story/2023-08-28/covid-cases-in-l-a-county-keep-rising-the-pandemic-isnt-over,334801,225,text/html
https://www.latimes.com/bestcovery/best-bottle-warmer,96127,50,text/html
https://www.latimes.com/california/story/2024-01-17/the-1994-northridge-quake-was-a-shock-heres-why-the-next-one-wont-be,375995,251,text/html
https://www.latimes.com/people/paul-thornton,281968,208,text/html
https://www.latimes.com/bestcovery/best-cuticle-remover,96136,49,text/html
https://www.latimes.com/entertainment-arts/viq-shrinking-123,246783,193,text/html
